UTM campaign,UTM term,Landing page URL,Online store visitors,Pageviews,Sessions that reached checkout,Sessions that completed checkout,Sessions with cart additions,Average session duration,Online store visitors (previous_period),Pageviews (previous_period),Sessions that reached checkout (previous_period),Sessions that completed checkout (previous_period),Sessions with cart additions (previous_period),Average session duration (previous_period)
TOF | ALL,TRL - IG,https://vibewithmoi.in/products/grace-kelly-gold-diamond-south-sea-pearl-drop-earrings?variant=40974011400255&utm_source=ig&utm_medium=paid&utm_campaign=TOF%20|%20ALL&utm_content=DABA%20%E2%80%93%20BS%20/TP%202&utm_term=TRL%20-%20IG&placement=Instagram_Reels&fbclid=PAZXh0bgNhZW0BMABhZGlkAasXrV3HtTkBpupaiSr0pr3P08Z5KhV_1NUhf5VKC_K_wBkdqrdEBxH072oS5j_4IuuzsA_aem_rmgT36crIF8IbiCAAdsBsA&campaign_id=120204934414040313&ad_id=120215232583900313,5,8,0,0,0,,1,1,0,0,0,
TOF | ALL,TRL - IGi,https://vibewithmoi.in/products/paris-champagne-diamond-ring?variant=32852608090175&utm_source=ig&utm_medium=paid&utm_campaign=TOF+%7C+ALL&utm_content=DABA+%E2%80%93+BS+/TP+2&utm_term=TRL+-+IGi&placement=Instagram_Explore&utm_id=120204934414040313_v2_s04&fbclid=PAQ0xDSwMIQa1leHRuA2FlbQEwAGFkaWQBqx_CkmJsCQGnosIw1-2wc7H8ZPeqOT5RFdo7yp2dF3BtvJmw-ItY1HAp9HYVO1vGISFXcVk_aem_KRd6dpaXz0a8c1xg3A4GuQ&campaign_id=120204934414040313&ad_id=120224734675290313,2,2,0,0,0,,5,6,0,0,0,
TOF | AND,TOF | Bangalore | TRLa,https://vibewithmoi.in/products/amalfi-gold-diamond-tanzanite-and-blue-topaz-cocktail-ring?variant=40729419481151&utm_source=ig&utm_medium=paid&utm_campaign=TOF+%7C+AND&utm_content=DABA+%E2%80%93+ALL&utm_term=TOF+%7C+Bangalore+%7C+TRLa&placement=Instagram_Feed&utm_id=120230914825700313_v2_s03_e283&fbclid=PAdGRzdgMv-yRleHRuA2FlbQEwAGFkaWQBqyY9kQf8SQGnqVf738ZAb20j0WvTpkXkxn_nSutx7tdk1-aGUEIL5LK6WKJu9ctmdRBtOLc_aem_OjmCemkwiaM5-jaef0SsOg&campaign_id=120230914825700313&ad_id=120230916750240313,4030,6563,4,0,8,,4096,6838,2,0,14,
TOF | AND,TOF | Delhi | TRLa,https://vibewithmoi.in/products/camille-gold-diamond-and-red-enamel-earrings?variant=40984729157695&utm_source=ig&utm_medium=paid&utm_campaign=TOF%20|%20AND&utm_content=DABA%20%E2%80%93%20ALL&utm_term=TOF%20|%20Delhi%20|%20TRLa&placement=Instagram_Feed&utm_id=120230914825700313_v2_s01_e283&fbclid=PAYW9leAMyj8lleHRuA2FlbQEwAGFkaWQBqyY9kQKlGQGnxJpvyEkyd6sAX7p6RlfsDdaBHcOPNQufKeKBPS0g_kHN21oS9nZEO54vMNU_aem_IdMCfYWoW0AFRqAHvCXbdg&campaign_id=120230914825700313&ad_id=120230914825800313,6878,10514,2,0,9,,7015,11316,2,0,12,
TOF | AND,TOF | Mumbai | TRLa,https://vibewithmoi.in/products/ariana-gold-diamond-morganite-and-white-topaz-ear-studs?variant=40773490278463&utm_source=ig&utm_medium=paid&utm_campaign=TOF+%7C+AND&utm_content=DABA+%E2%80%93+ALL&utm_term=TOF+%7C+Mumbai+%7C+TRLa&placement=Instagram_Feed&utm_id=120230914825700313_v2_s12_e7271&fbclid=PAdGRzdgMyKNVpZ3JkAzIosWV4dG4DYWVtATAAYWRpZAGrJj2Q9uVJAacpHVHPe9eMqoWJHZhxqKf-M8q-pB-pVsEdupQLnwrKL-K9oI5VXtM2xoYjgQ_aem_Y-i3r3kAO8y-mEcz1JAvRw&campaign_id=120230914825700313&ad_id=120230916336950313,6031,9550,0,0,10,,6575,10633,3,0,10,
TOF | ATC,PFM – SI,https://vibewithmoi.in/products/rory-gilmore-diamond-dangling-earrings?utm_source=an&utm_medium=paid&utm_campaign=TOF+%7C+ATC&utm_content=10037+I+Rorry+Gilmore+I+SI&utm_term=PFM+%E2%80%93+SI&placement=an&fbclid=IwAR1BCWU-nTHAHRCG64tw2MEtJkFDdeFTuuitJvKCMXrWlX0iNlPCpTVzVy8_aem_ARUsPiUrb3J91UKIMtj0llVkj32UnLG76pxroFM7wkoSN8KGt50asgGRTOsASq2N05aA64IJQA5FkAsdKQkA463v&campaign_id=23855861076900312&ad_id=23855861076950312,2,6,0,0,0,,4,10,0,0,0,0.0
TOF | Ahmedabad Store,HOME - IG – ST,https://vibewithmoi.in/pages/moi-ahmedabad-store?utm_source=ig&utm_medium=paid&utm_campaign=TOF+%7C+Ahmedabad+Store&utm_content=Rhapsody+%7C+ST&utm_term=HOME+-+IG+%E2%80%93+ST&placement=Instagram_Stories&utm_id=120211042171460313_v2_s03_e215&fbclid=PAZXh0bgNhZW0BMABhZGlkAasbtDVCI7kBp-vEQmSBZrDdZqJ7-s2bM0ID42MQOF-MWoBxDYsMTYXPcXy_P44w-7vS4eVD_aem_amberaPP_Gbuy1Qr9yMDDw&campaign_id=120211042171460313&ad_id=120220273944450313,1,2,0,0,0,0.0,0,0,0,0,0,
TOF | Ahmedabad Store,INT JWLi - IG,https://vibewithmoi.in/?utm_source=ig&utm_medium=paid&utm_campaign=TOF+%7C+Ahmedabad+Store&utm_content=Ira+Earrings+%7C+SV&utm_term=INT+JWLi+-+IG&placement=Instagram_Feed&utm_id=120228221847960313_v2_s01&fbclid=PAZXh0bgNhZW0BMABhZGlkAasi-1BtNfkBp8qqrNazfXGkKfgUlZbZS28PY91YHucOSf0Tkv79sBNuQn07_zb1KtYdFPgQ_aem_rcSZiH15Cqjlu6ynpscusw&campaign_id=120228221847960313&ad_id=120228277686760313,19,33,0,0,0,,49,64,0,0,0,
TOF | Ahmedabad Store,LUXEi - IG,https://vibewithmoi.in/?utm_source=ig&utm_medium=paid&utm_campaign=TOF+%7C+Ahmedabad+Store&utm_content=Promise+Necklace+%7C+SV&utm_term=LUXEi+-+IG&placement=Instagram_Reels&utm_id=120228221847960313_v2_s06_e7282&fbclid=PAZXh0bgNhZW0BMABhZGlkAasi-2AZW1kBp0f0cFGP7JQrUWK_Z6W7PA7QMVRA3i4M6xIEuqA39NLMl2jl_O8X3pFzBU9A_aem_gVwPlIJ4VxglK13F9iJE8w&campaign_id=120228221847960313&ad_id=120228277782490313,58,116,0,0,0,,59,106,0,0,0,
TOF | Ahmedabad Store,TRLi - IG,https://vibewithmoi.in/collections/pendant-necklaces/products/aurora-gold-diamond-and-amethyst-pendant-necklace?utm_source=ig&utm_medium=paid&utm_campaign=TOF+%7C+Ahmedabad+Store&utm_content=Nizam+Ring+%7C+SV&utm_term=TRLi+-+IG&utm_id=120228221847960313_v2_s66_e14_i20250917&fbclid=PAQ0xDSwM4UpNleHRuA2FlbQEwAGFkaWQBqyL7R7xTqQGnc1D-RHYItlZski2JFpiw_T_JUe9gHARaQrSIKYWj_KxSThU_hS3ieShW6rs_aem_8HKE1DIOSNDkUZm_bg895A,117,251,0,0,0,,132,168,0,0,0,
TOF | All That Grace,ARL | IGi,https://vibewithmoi.in/products/jackie-gold-champagne-diamond-emerald-and-pearl-multilayered-necklace?variant=40963179839551&utm_source=ig&utm_medium=paid&utm_campaign=TOF+%7C+All+That+Grace&utm_content=All+that+grace+%281%29+%7C+CI&utm_term=ARL+%7C+IGi&placement=Instagram_Feed&campaign_id=120212527991400313&ad_id=120212528924530313,529,1395,1,0,2,,333,799,0,0,5,
TOF | All That Grace,END | IGi,https://vibewithmoi.in/products/shae-gold-diamond-and-pearl-necklace?variant=39999381897279&utm_source=ig&utm_medium=paid&utm_campaign=TOF+%7C+All+That+Grace&utm_content=All+that+grace+%7C+DABA&utm_term=END+%7C+IGi&placement=Instagram_Feed&utm_id=120212527991400313_v2_s01_e283&fbclid=PAZXh0bgNhZW0BMABhZGlkAasfURBrxLkBp-CphK_93dIav7SIJ29IQRUbk8f6UhiWsCn9wF4ww1k_cOAJp3VkcUaj2Bv-_aem_SMenq2zFGYvPxBxzHgyTXQ&campaign_id=120212527991400313&ad_id=120220076067660313,57,83,0,0,1,,470,801,0,0,1,
TOF | Bangalore,BTY1i,https://vibewithmoi.in/products/cutch-gold-silver-diamond-emerald-ruby-and-pearl-tassel-necklace?variant=41217679753279&utm_source=ig&utm_medium=paid&utm_campaign=TOF+%7C+Bangalore&utm_content=DABA+%E2%80%93+80k&utm_term=BTY1i&placement=Instagram_Reels&utm_id=120226802093420313_v2_s01&fbclid=PAZXh0bgNhZW0BMABhZGlkAasljYOZyPkBpyX7b8XdgbaIfCyHKH0weUvmybU_75UsRkeI8P0-3m6hko3rWAiynuYuWUW-_aem_KP8B3EfnTxoXPdKzSaeB-Q&campaign_id=120226802093420313&ad_id=120231104033520313,1,1,0,0,0,,4,4,0,0,0,
TOF | Bangalore,HOMEi,https://vibewithmoi.in/products/memories-gold-and-diamond-photo-pendant-necklace?variant=39318616178751&utm_source=ig&utm_medium=paid&utm_campaign=TOF+%7C+Bangalore&utm_content=DABA+%E2%80%93+80k&utm_term=HOMEi&placement=Instagram_Reels&utm_id=120226802093420313_v2_s04&fbclid=PAZXh0bgNhZW0BMABhZGlkAasjY1soROkBp5O6ZmMbB89WwBLaaku6CBymj7V8loIgmHouT6UHyLPpHHkdQmFzQq3OjJwM_aem_ezHHmWqP_zIRH342HX_Deg&campaign_id=120226802093420313&ad_id=120228058834030313,0,0,0,0,0,,1,1,0,0,0,0.0
TOF | Bangalore,LUXEi,https://vibewithmoi.in/products/audrey-gold-diamond-pearl-cluster-ring?variant=39517430382655&utm_source=ig&utm_medium=paid&utm_campaign=TOF+%7C+Bangalore&utm_content=DABA+%E2%80%93+BS+%2FTP&utm_term=LUXEi&placement=Instagram_Reels&utm_id=120226802093420313_v2_s01&fbclid=PAZXh0bgNhZW0BMABhZGlkAaslOeJDExkBp1bpMkRJzlMpD-h6IPuFU2UMbPLu_q7t6DkiZ0whz7TVwuh5pKiOUkn40MVB_aem_JOXvHv5BssxtZuykfnoQcQ&campaign_id=120226802093420313&ad_id=120227669184090313,1,1,0,0,0,,4,9,0,0,0,
TOF | Bangalore,TRLa,https://vibewithmoi.in/products/naomi-gold-diamond-tourmaline-and-pearl-necklace?variant=41284395892799&utm_source=facebook&utm_medium=paid&utm_campaign=TOF%20|%20Bangalore&utm_content=DABA%20%E2%80%93%20ALL&utm_term=TRLa&placement=Instagram_Reels&utm_id=120226802093420313_v2_s11_e7238_sp_001&fbclid=PAZXh0bgNhZW0BMABhZGlkAasjdzauQfkBp8BUXxY_LAKbzc6YDObDSL0ppN8bbXta4cdqTKLfNqZi9z-0Sacq-xLrB-c1_aem_2Eyw9ojvmcd_2i1_lvk9NA&campaign_id=120226802093420313&ad_id=120228809914920313,2,13,0,0,0,,6,15,0,0,0,
TOF | Bangalore,TRLi,https://vibewithmoi.in/products/zoe-gold-diamond-and-cultured-pearl-ring?variant=40974364966975&utm_source=ig&utm_medium=paid&utm_campaign=TOF+%7C+Bangalore&utm_content=DABA+%E2%80%93+ALL&utm_term=TRLi&placement=Instagram_Feed&utm_id=120226802093420313_v2_s02&fbclid=PAdGRleAMSq6RleHRuA2FlbQEwAGFkaWQBqyLHu7P4WQGn9geM5OShW2_S_TaLwwVXoYZQ5rroZNLGfz5iszvsyUZnknoU4K7y3OKKOlw_aem_UTSDu-Wwkcht3aghRm0REw&campaign_id=120226802093420313&ad_id=120228056137840313,4,4,0,0,0,,12,14,0,0,0,
TOF | CUSTOM | AUTO,C-OCC,https://vibewithmoi.in/products/jehan-gold-silver-sapphire-black-enamel-and-diamond-pendant-necklace?utm_source=ig&utm_medium=paid&utm_campaign=TOF+%7C+CUSTOM+%7C+AUTO&utm_content=CC&utm_term=C-OCC&placement=Instagram_Stories&fbclid=PAZXh0bgNhZW0BMABhZGlkAasWmBohTXkBpp6-A2B4iAXPzauRYCNKC-yXj8D6e_RnZI4nse9p8nzECSeXeskPlkdmJg_aem_8xLX34wdEZH0TpfFxtRxNw&campaign_id=120209632156470313&ad_id=120214139323060313,2,3,0,0,0,0.0,1,6,0,0,0,
TOF | CUSTOM | AUTO,T1 - INT JWLi,https://vibewithmoi.in/products/cairo-gold-silver-diamond-and-cognac-quartz-earrings?utm_source=facebook&utm_medium=paid&utm_campaign=TOF+%7C+CUSTOM+%7C+AUTO&utm_content=CC+%E2%80%93+BS+%2FTP+%7C+01&utm_term=T1+-+INT+JWLi&placement=Instagram_Feed&utm_id=120209632156470313_v2_s09_e7283&campaign_id=120209632156470313&ad_id=120231787194570313,4107,6305,2,0,10,,2030,3176,1,0,2,
TOF | CUSTOM | AUTO,T2 - INT JWLi,https://vibewithmoi.in/products/ira-diamond-and-pearl-earrings?utm_source=ig&utm_medium=paid&utm_campaign=TOF+%7C+CUSTOM+%7C+AUTO&utm_content=CC+%E2%80%93+BS+%2FTP+%7C+01&utm_term=T2+-+INT+JWLi&placement=Instagram_Feed&utm_id=120209632156470313_v2_s04_e283&campaign_id=120209632156470313&ad_id=120231789112320313,3590,5028,1,0,5,,2972,4433,6,0,11,
TOF | CUSTOM | AUTO,TIFF,https://vibewithmoi.in/collections/the-world-of-pearls?utm_source=fb&utm_medium=paid&utm_campaign=TOF+%7C+CUSTOM+%7C+AUTO&utm_content=IRA&utm_term=TIFF&placement=Facebook_Marketplace&fbclid=IwZXh0bgNhZW0BMAABHfEm8M4ItJlKUc7KVS4k42YV3MdAD1qW-9nO49mkhWGtkVKM6Y5XVGGMLw_aem_31kgUmOBdE6ZaEl0u4ca7g&campaign_id=120209632156530313&ad_id=120209632988070313,1,1,0,0,0,,1,1,0,0,0,
TOF | CUSTOM | AUTO,TRL - IG,https://vibewithmoi.in/products/love-gold-and-diamond-medallion-necklace?utm_source=ig&utm_medium=paid&utm_campaign=TOF+%7C+CUSTOM+%7C+AUTO&utm_content=Love+Pendant+I+SV&utm_term=TRL+-+IG&placement=Instagram_Stories&utm_id=120209632156470313_v2_s03_e215&fbclid=PAZXh0bgNhZW0BMABhZGlkAasXJWfOunkBp_2vlTxe4McaXl_HwuGg4Gp0duWpz9Q664bYYuq64tJzgg63uJgEUlPevdcJ_aem_VOYzmNEDxC192THtcYpNfg&campaign_id=120209632156470313&ad_id=120215264023150313,0,0,0,0,0,,1,1,0,0,0,0.0
TOF | CUSTOM | AUTO,TRL | IGi,https://vibewithmoi.in/collections/necklaces?utm_source=ig&utm_medium=paid&utm_campaign=TOF+%7C+CUSTOM+%7C+AUTO&utm_content=ARKA+STYLISED+%7C+SI&utm_term=TRL+%7C+IGi&placement=Instagram_Stories&utm_id=120209632156470313_v2_s66_e14_i20250922&fbclid=PAZXh0bgNhZW0BMABhZGlkAashaM0D5ikBp1RIxDSxAuLVR0wjlGNexT3HumBY4KPJ1Se9DxNEjb-dDsrQ6HHd63Jr8nOY_aem_hUq7-WVOmuLro48MCNcC8A&campaign_id=120209632156470313&ad_id=120226548681550313,270,639,0,0,0,,338,686,2,0,5,
TOF | Chennai Store,COM - LUXEi - IG,https://vibewithmoi.in/?utm_source=ig&utm_medium=paid&utm_campaign=TOF+%7C+Chennai+Store&utm_content=Fragile+Fresco+%7C+SV&utm_term=COM+-+LUXEi+-+IG&placement=Instagram_Feed&utm_id=120228277184340313_v2_s09_e7283&fbclid=PAZXh0bgNhZW0BMABhZGlkAasmWzVm0ZkBpwVj-xwKPFsaWLsisB0LUQWTUETt1ESkn3y79ognP4EPJtWwWrm5NGq4hcPH_aem_Q7a2Slm1J99RK_pRwGLcLg&campaign_id=120228277184340313&ad_id=120231988148590313,205,237,0,0,0,,280,368,0,0,0,
TOF | Chennai Store,COM - TRLi - IG,https://vibewithmoi.in/?utm_source=ig&utm_medium=paid&utm_campaign=TOF+%7C+Chennai+Store&utm_content=Emily+South+Sea+Pearl+Necklace+%7C+SV&utm_term=COM+-+TRLi+-+IG&placement=Instagram_Feed&utm_id=120228277184340313_v2_s66_e14_i20250917&fbclid=PAZXh0bgNhZW0BMABhZGlkAasmWu2gfXkBp2t8Gh0EKXUZN8f3aKEkNlNZ5l3j03r-jUt_bGZ-UYQFtwBd1a2dcdp7DDKX_aem_MwHpyfy29wtWzLOHqhry3Q&campaign_id=120228277184340313&ad_id=120231986844610313,439,514,0,0,0,,440,531,0,0,0,
TOF | Chennai Store,INT JWLi - IG,https://vibewithmoi.in/?utm_source=ig&utm_medium=paid&utm_campaign=TOF+%7C+Chennai+Store&utm_content=Tree+of+Life+Pendant+%7C+SV&utm_term=INT+JWLi+-+IG&placement=Instagram_Reels&utm_id=120228277184340313_v2_s66_e14_i20250917&fbclid=PAZXh0bgNhZW0BMABhZGlkAasmWxkQylkBpyqXfctz4VXJxGnhpW6tNSjEBn7U9eOlIZ2ETvXFboP5iZcwxVBphPyQIJGJ_aem_lgarflyFiwcDmThMlBIIUg&campaign_id=120228277184340313&ad_id=120231987580660313,768,927,0,0,0,,783,952,0,0,0,
TOF | Chennai Store,LUXEi - IG,https://vibewithmoi.in/?utm_source=ig&utm_medium=paid&utm_campaign=TOF+%7C+Chennai+Store&utm_content=Revival+Necklace+%7C+SV&utm_term=LUXEi+-+IG&placement=Instagram_Reels&utm_id=120228277184340313_v2_s09_e7283&fbclid=PAZXh0bgNhZW0BMABhZGlkAasmWxQLsfkBp3H56R_O5Fwg28hmEGsGcsU_UAJJ4aJDE8Hwsvz9nSFBxwJGgGn-fcMFzJnX_aem_t629ovyfSAeXpNdCwRvSEQ&campaign_id=120228277184340313&ad_id=120231987521710313,735,845,0,0,0,,693,808,0,0,0,
TOF | Chennai Store,OCCi - IG,https://vibewithmoi.in/collections/rings/products/autumn-gold-and-diamond-multi-gemstone-ring?utm_source=ig&utm_medium=paid&utm_campaign=TOF+%7C+Chennai+Store&utm_content=VIntage+%7C+SV&utm_term=OCCi+-+IG&utm_id=120228277184340313_v2_s66_e14_i20250918&fbclid=PAZnRzaAM5J0lleHRuA2FlbQEwAGFkaWQBqyZa7ZS9qQGnobfTkAAYellRjalTGsNY_I7y-e15XAKEnfHHFMYQ_lh5q5a2rJEIiI2P9RE_aem_s51Nf133hpvaxGfF6_FR_g,478,891,0,0,0,,502,678,0,0,0,
TOF | Chennai Store,TRLi - IG,https://vibewithmoi.in/?utm_source=ig&utm_medium=paid&utm_campaign=TOF+%7C+Chennai+Store&utm_content=Qutub+Necklace+%7C+SV&utm_term=TRLi+-+IG&placement=Instagram_Explore&utm_id=120228277184340313_v2_s09_e7262&fbclid=PAZXh0bgNhZW0BMABhZGlkAasmWt1RiGkBp4djSp_StrwBKJtpmBBRu9m42hXUb4ANmDsl3PGQvlO_1o3qdRrh_ihvjr0m_aem_JI46pJ-hhn4tOE-9G5iWeA&campaign_id=120228277184340313&ad_id=120231986261780313,502,874,0,0,1,,529,881,0,0,0,
TOF | Consideration | P+ campaign,TOF | Consideration | P+ campaign,https://vibewithmoi.in/collections/all-about-pearls/?pins_campaign_id=626755841616&utm_term=TOF+%7C+Consideration+%7C+P%2B+campaign&utm_campaign=TOF+%7C+Consideration+%7C+P%2B+campaign&utm_medium=paid&utm_source=pinterest&utm_content=687289490398&pp=0&epik=dj0yJnU9REVwS3dHbHY2ZkdiVTdwamlVRnhQM1NWTDVidFlhRzImcD0xJm49bzlmZkJWbzZqa1A0WDZDa3pDcGdYQSZ0PUFBQUFBR2pIZ2tJ,1,4,0,0,0,147.0,0,0,0,0,0,
TOF | DABA | ALL | A+,TOF | DABA | ALL | A+,https://vibewithmoi.in/products/alice-gold-diamond-ruby-and-tahitian-pearl-earring/?variant=47044869390643&utm_source=fb&utm_medium=paid&utm_campaign=TOF+%7C+DABA+%7C+ALL+%7C+A%2B&utm_content=ALL+%7C+DABA&utm_term=TOF+%7C+DABA+%7C+ALL+%7C+A%2B&placement=Facebook_Mobile_Feed&fbclid=IwZXh0bgNhZW0BMABhZGlkAasn9lPFzuMBHo4jaZRHUDJb1Fx1LSpiSIUZwm4HYmDft7GPoKSzBdkU1IMoOIqgX76Pitq__aem_sPEXRoWef6JezD7Xl97E5A&campaign_id=120233753812330675&ad_id=120233753812340675&utm_id=120233753812330675_v2_s02,4,10,0,0,0,24.75,0,0,0,0,0,
TOF | DABA | ALL | Adv,TOF | DABA | ALL | Adv,https://vibewithmoi.in/products/fira-gold-diamond-emerald-and-blue-enamel-pendant-necklace/?variant=50171344781619&utm_source=ig&utm_medium=paid&utm_campaign=TOF+%7C+DABA+%7C+ALL+%7C+Adv+&utm_content=ALL+%7C+DABA&utm_term=TOF+%7C+DABA+%7C+ALL+%7C+Adv+&placement=Instagram_Feed&utm_id=120233405949530675_v2_s02&fbclid=PAZnRzaAM-rh5leHRuA2FlbQEwAGFkaWQBqyelU9vLswGnpXfy1CJTlBWsy5A-X5rwj4zVmgAe3Q4E9qWCww_tbbHvbUNOeAYYShloxWo_aem_YUBVNi5NzwF3sbtVDjAGuQ&campaign_id=120233405949530675&ad_id=120233405949520675,1,1,0,0,0,0.0,0,0,0,0,0,
TOF | DABA | ALL | Adv+,TOF | DABA | ALL | Adv+,https://vibewithmoi.in/collections/vintage/?fbclid=IwZXh0bgNhZW0BMABhZGlkAasnpVPby7MBHhi_NSEfRj4AIqCZioZPDSjJG_a0uGpmp6f-77i--Qn5um3orR9FcKIRlxDA_aem_caocbUbVU8TuoO2Nr2_KTg&utm_source=fb&utm_medium=paid&campaign_id=120233405949530675&ad_id=120233405949520675&utm_campaign=TOF+%7C+DABA+%7C+ALL+%7C+Adv%2B&utm_content=ALL+%7C+DABA&utm_term=TOF+%7C+DABA+%7C+ALL+%7C+Adv%2B&placement=Facebook_Mobile_Feed&utm_id=120233405949530675_v2_s04,18,56,0,0,0,,22,39,0,0,0,
TOF | DABA | Evergreen | G8A | 2022,Designer Handbags + Jewelry - Aug2022,https://vibewithmoi.in/products/flower-of-life-uncut-diamond-ring/?variant=34771803504685&utm_source=fb&utm_medium=paid&utm_campaign=TOF+%7C+DABA+%7C+Evergreen+%7C+G8A+%7C+2022&utm_content=All+products+-+Vogue+-+Jul2022&utm_term=Designer+Handbags+%2B+Jewelry+-+Aug2022&fbclid=IwAR3Ln5HX4yQRmGJvzDLrUEcqs2rdY4fgoWEjIdIGF1iE6x7niq-CxGLdnDw_aem_ATkC2q-ad8U6AtgAVGaGS0OTxWlyI0XST7NiDn1uOtD8yTxqyPrFFzGNppfVohnJGf2n0fiFVa6GED8TcpxRErDpKrzTHSsmJcG5it3lPw8kQjA8zMgk1PBrfmvHjXA1lG8&ad_id=23851503963860674&campaign_id=23851503963850674,0,0,0,0,0,,1,13,0,0,0,994.0
TOF | DABA | FB,TOF | DABA | FB,https://vibewithmoi.in/products/revival-multi-gemstone-necklace/?variant=34742442065965&utm_source=fb&utm_medium=paid&utm_campaign=TOF+%7C+DABA+%7C+FB&utm_content=US+%7C+DABA+%281%29&utm_term=TOF+%7C+DABA+%7C+FB&placement=Facebook_Mobile_Feed&utm_id=120230889491980675_v2_s02&fbclid=IwZXh0bgNhZW0BMABhZGlkAasnSjuF2EMBHt_YSkYv6qw6HZbGi5l7nWbMMSnz7YH1jaN6t3LHWZ7EvR-KKJKEd6DLgyu3_aem_mUj0dLWd8p9lmdAyBvvlOw&campaign_id=120230889491980675&ad_id=120230889491970675,12,103,0,0,1,,10,20,0,0,0,
TOF | DABA | IG,TOF | DABA | IG,https://vibewithmoi.in/products/emir-gold-silver-diamond-emerald-green-enamel-and-multi-gemstone-charms-necklace/?variant=50170888782131&utm_source=ig&utm_medium=paid&utm_campaign=TOF+%7C+DABA+%7C+IG&utm_content=US+%7C+DABA+%281%29&utm_term=TOF+%7C+DABA+%7C+IG&placement=Instagram_Feed&utm_id=120231649514240675_v2_s12_e7271&fbclid=PAZXh0bgNhZW0BMABhZGlkAasnSkSOxaMBp1PDKswHGQFXQ-h-Phyoy3J2wKCgHp456d0DG9mI0pIJC8QO4aj_Uoi7OsWB_aem_uYl1NBVcyg0fPtt4WSAm-A&campaign_id=120231649514240675&ad_id=120231649514260675#MainContent,2,7,0,0,0,,1,2,0,0,0,
TOF | DABA | Value,LA,https://vibewithmoi.in/products/michelle-gold-and-diamond-ring?variant=39431752974399&utm_source=fb&utm_medium=paid&utm_campaign=TOF+%7C+DABA+%7C+Value&utm_content=DABA&utm_term=LA&placement=Facebook_Desktop_Feed&fbclid=IwAR3NpYPbBZ4RHZMkBVnQfMCVckeypsxqqTNFzhZF-fWnZb3VbFx6eNSTopI,0,0,0,0,0,,1,1,0,0,0,0.0
